processed_text;label
verifikasi gagal;-1
verifikasi wajah gagal;-1
sistem layan mudah gampang tanpa sulit;1
aplikasi bantu masyarakat moga makin maju kembang;1
beri nyaman masyarakat penuh wajib;1
bantu sekali;1
mohon bantu proses kesah stnk bayar pajak sulit;-1
mantap verifikasi tidak bisa tahap salah tolong sulit guna;-1
aplikasi bagus guna repot tidak bisa bayar pajak samsat bayar pajak mudah buat lebih taat pajak dar saran biaya kirim tbpkp bisa misal masih kota buat gratis batas waktu bayar panjang jangan hanya jam tidak salah punya mobile internet banking tidak masalah harus atm sedikit harus buru;1
bayar mudah kirim sampai;1
syukur mudah masih kendala tidak bisa tambah data kendara sendiri hasil sampai terima stnk baru milik istri mohon kira dapat bantu tambah data kendara aplikasi signal;1
mudah cepat;1
mudah buat bayar pajak tidak perlu antre moga dapat tingkat layan;1
bagus;1
kirim stnk lama tolong cepat terima kasih;-1
tunggu bantu bayar stnk pajak tahun aplikasi belum terbit cara otomatis;1
coba dulu moga bagus bintang harga buat aplikasi;1
bantu minta tanpa antre tanpa terima kasih samsat;1
verifikasi foto ktp foto tidak bisa padahal wajah tidak ubah;-1
pajak tanggal jatuh tempo tidak bisa bayar daring;-1
keren layan stnk terima mantap;1
ok;1
lumayan guna;1
bagus tidak perlu samsat panjang terima kasih;1
cepat tidak sulit terima kasih samsat aplikasi mantap;1
puas cukup bayar pajak tahun tangan kirim jawa ketika bayar proses;1
coba dulu tidak kasih bintang;1
daftar sulit foto ulang masih suruh verifikasi mulu;-1
sementara bintang dulu baru coba;0
sulit;-1
aplikasi guna efisien waktu;1
stnk darat selamat aman rumah terima kasih;1
syukur bukti bayar pajak terima proses serba digital kirim ekspres by pos terima kasih korlantas polri tuju era digital mantap;1
aplikasi bisa masukin data coba signal nomor kendara tidak bisa tambah rekomendasi kata bagus balik buruk;-1
daftar sulit verifikasi foto tidak sesuai ktp buat ktp umur skarang tahun beda tolong baik;-1
bantu tidak antre tidak temu calo bener mudah bagus;1
bantu;1
mudah cepat proses;1
bayar tidak bisa tulis blokir oleh sedia jasa;-1
tambah nomor kendara masih tidak bisa baik;-1
payah otp tidak kirim;-1
bayar pajak kendara kesah stnk praktis bisa dadi rumah proses cepat aman;1
keren mudah masyarakat sekali moga kembang lebih baik;1
mantap bayar bisa daring tidak perlu antre bayar pajak motor moga baik berkas elektronik tanpa harus kirim ambil samsat;1
ok punya;1
ok enak;1
sulit verifikasi sampai ganti email tidak email verifikasi masuk;-1
aplikasi manfaat mantap mudah urus lebih cepat;1
syukur stnk sampai selamat mudah masa pandemi kayak gin memang tidak konfirmasi dulu pihak samsat pasti dulu gitu nama alamat terima terima kasih;1
mantap tidak perlu lelah datang samsat cukup rumah antar terima kasih sukses;1
bagus tidak sulit tingkat bisa bayar bank;1
cukup bagus bagus;1
tahun bisa;0
mudah buat kami grup sibuk;1
mantap sukses samsat dki stnk kirim oleh pos saran lebih mudah bayar blibli;1
aplikasi signal tidak perlu lapor antre gerai kantor samsat;1
verifikasi aneh masa foto ktp tidak sesuai foto tidak boleh padahal tampil dulu pasti ubah;-1
barang coba notif;1
bagus mudah bayar pajak kendara motor tidak perlu antre;1
mantap lanjut;1
lacak proses samsat cepat cuma kirim waktu perlu cepat sampai terima;1
lumayan bantu stnk kirim rumah;1
mantap cepat praktis;1
kasih bintang dulu daftar tidak bisa padahal ktp sendiri;-1
syukur selesai proses panjang stnk mudah banget tanpa harus datang kantor samsat tempat proses cepat kirim cepat terima kasih;1
daftar akun sulit gmail tidak bisa terima respon salah format padahal daftar akun gmail;-1
bagus tata;1
aplikasi tidak simpel agak sulit belum bisa daftar kurang mudah sulit gagal foto muka tidak bisa daftar mudah orang bayar pajak malah sulit;-1
laku bayar tidak bisa cek status duit;-1
mantap mudah bisa tingkat layan;1
mantap tidak sulit tolong perbaiki sedikit harga kirim stnk jangan mahal mahal terima kasih;-1
proses mudah cepat selesai;1
syukur stnk sampai rumah hanya bayar;1
mudah terima kasih signal;1
terima kasih signal aplikasi bagus;1
mudah cepat kirim;1
keren cuma kendala verifikasi muka foto ktp suka sulit jauh bantu terima kasih sukses;1
bantu terima kasih;1
mantap lebih tingkat;1
asli bener cuma lama proses buat;1
bantu lebih efisien baik cara waktu tenaga luar biasa moga pelihara baik makin lebih baik;1
tidak bisa laku bayar via transfer bank wilayah kalimantan tengah;-1
guna aplikasi mudah kirim cepat terima kasih korlantas polri;1
bantu tanpa repot antre tetapi biaya kirim mohon dapat evaluasi sebab terlalu mahal padahal kirim samsat jaksel alamat tuju masih jaksel biaya masih masuk akal;1
lumayan;1
alam senang urus panjang stnk mudah walau luar kota;1
bayar pajak kendara tidak perlu repot keluar rumah antre kantor samsat selain pandemi tidak perlu takut telat bayar pajak alas tidak punya waktu kantor samsat mudah unduh aplikasi signal tidak sulit proses transaksi aman stnk kirim alamat rumah oleh pos indonesia terima kasih signal;1
terima kasih aplikasi signal bantu proses kesah stnk kami bantu sekali hal waktu tempat proses mudah cepat efisien;1
bagus tingkat layan terima kasih;1
mudah simpel turut aplikasi baik aplikasi kaitan urus perintah;1
mantap;1
tolong akun data kendara hilang daftar tidak bisa pernah daftar samsat sulit;-1
mantap layan mantap hanya bayar belum bisa;1
mantap bayar pajak lebih cepat efisien;1
bagus aplikasi;1
puas datang kirim luar daerah pun bisa;1
signal respon soal bayar hasil via transfer bank status aplikasi masih bom bayar sampai waktu habis tolong respon lumayan duit bayar pajak nominal;-1
mudah sekali bayar pajak motor tidak perlu antre;1
tidak bisa daftar tidak bisa masuk foto identitas salah;-1
puas tolong tambah jenis bayar bisa lalu bank;1
bagus;1
kemari tekan tombol kesah stnk jawab tidak hasil daftar daftar kesah stnk tidak dapat proses silah samsat hubung call centre kami mohon bantu;-1
verifikasi gagal ktp sm foto profil tidak pernah sesuai padahal orang;-1
verifikasi liveness sulit bener salah mulu ktp bener muka bener padahal salah;-1
sulit banget daftar aplikasi padahal ktp asli jelas foto jelas tidak bisa lolos verifikasi;-1
daftar akun tidak bisa;-1
alhamdulilah mudah;1
suka mudah tidak mesti dtg samsat;1
aplikasi bantu sekali apalagi rantau negeri orang aplikasi mudah guna;1
bagus bantu layan panjang pajak kendara motor beda pulau;1
mantap;1
daftar ganggu jaring samsat harus canggih;-1
mantap;1
bayar kata maintenance signal suruh datang jam pagi malam tidak bisa laku transaksi aplikasi kasih waktu jam jelas tidak bisa transaksi malam pihak signal kurang kopi;-1
terima kasih aplikasi signal bantu bayar pajak tahun;1
mantap nomor sulit;1
mantap mudah lebih enak kirim rumah masih ambil samsat lebih cepat tinggal tunjuk bukti bayar tunggu cepat;1
mudah guna simpel bantu sekali ketika luar daerah guna sistem daring seperti;1
bantu urus pajak luar wilayah hemat biaya;1
tidak pilih jasa kirim selain lalu pos sehingga paksa walaupun turut agak mahal biaya;-1
mantap coba mudah;1
layan cepat tidak perlu antre mudah masyarakat;1
mantap tidak sampai terima tadi bayar sulit sampai akhir transfer atm selesai terima kasih;1
mantap mudah sekali;1
situasi seperti bantu proses sesuai estimasi sampai alamat saran buat teman transaksi bayar baik guna bank sedia usaha alamat kirim rinci mungkin saran buat kembang aplikasi depan bisa tingkat kerjasama bank swasta masuk kurir kirim;1
bantu bayar pajak cara daring hanya cetak samsat tugas masih belum paham proses signal mohon tugas bagi signal beri latih proses cetak notif pajak;1
mantap kurang hanya terang kirim tolong update sampai dokumen cuma update waktu awal kirim;1
ok;1
harus bisa stnk tahun ganti plat tidak tanggung cek fisik hasil bisa foto;1
aplikasi layan bagus tidak perlu repot harus keluar bayar pajak tahun kendara cuman isi alamat rumah tidak lengkap nomor telp salah tolong lebih teliti kirim dokumen penting aplikasi tidak keluh dokumen belum terima;1
bantu bagus mudah cepat;1
kirim berkas via ekspedisi bukan;0
aplikasi puas jasa kirim pos kecewa bisa tambah jasa kirim jangan pos kurang bagus;1
syukur bantu puas aplikasi signal;1
cepat mantap;1
jember mantap tidak usah calo calo terima kasih signal;1
mulai coba bayar daring proses mudah cepat saran stempel lembar kesah daring proses masih harus samsat stempel;1
mudah masyarakat urus stnk;1
masa kirim terlalu lama baru sampai;-1
signal bagus sesuai harap lembar pkb tahun antar sampai rumah buat tahun tidak tanda harus stiker tempel bahwa bayar kolom pajak tahun;1
mudah tidak sulit sulit samsat tinggal klik;1
bantu sekali terima kasih signal;1
mantap mudah masyarakat;1
kirim kurang baik;-1
bantu masyarakat waktu minim bagus mudah urus pajak kendara;1
kirim cepat hanya ketika lacak status kirim tidak jalan alhasil harus chat ekspedisi kantor pos indonesia mereka bantu urus paket aplikasi bagus mudah panjang masa aktif pajak kendara tanpa harus antre;1
coba bayar lalu blibli sampai livin mandiri gagal waktu transaksi bayar;-1
terima kasih bantu sekali tempat jauh bisa laksana wajib bayar pajak tanpa harus repot tinggal kerja terima kasih;1
lebih mudah tidak pusing cari loket tinggal duduk kopi bakar samsu;1
simpel;1
mantap tinggal update proses perlu tingkat utama konfirmasi bayar bisa lebih cepat update tenang;1
aplikasi bagus aplikasi bantu bayar pajak stnk cukup cepat mudah dokumen terima rekomendasi;1
cepat praktis bantu;1
mantap dukung pajak lebih simpel tidak banyak birokrasi moga depan pajak tahun bisa;1
proses nyata lambat kira bayar aplikasi tinggal dtg ambil surat pajak nyata dtg ambil surat pajak uang transfer masuk kas daerah padahal transaksi sblm note daerah layan antar rumah ambil sendiri kantor samsat;-1
simpel relevan;1
aplikasi bantu milik kendara motor;1
bagus;1
mantap bantu;1
lumayan;1
jeda waktu bayar terlalu singkat kesan buru lama pra collection;-1
makin mudah jaga baik kurang;1
aplikasi verifikasi wajah gagal masak tidak kenal foto asli ktp;-1
polisi bisa tidak bayar pajak tanpa ktp pihak pertama;0
nanya bayar pajak tahun stnk motor jawa tengah nanti stnk baru bisa kirim alamat jakarta;1
bantu;1
syukur bantu aplikasi signal terima kasih;1
aplikasi tidak guna verifikasi fhoto wajah gagal kata fhoto tidak sesuai ktp wooii fhoto ktp zaman mngkin persis bukan mudah malah sulit;-1
baik mungkin proses harus lebih cepat terima kasih;1
tidak masalah proses jalan baik stnk terima;1
awal bagus layan stnk kirim biaya kirim mahal layan lambat cek status pra collection status proses antar tidak sampai;-1
bantu terima kasih signal;1
bagus aplikasi manfaat pandemi covid layan cepat panjang rekomendasi segera unduh aplikasi terima kasih;1
bantu bayar pajak motor;1
terima kasih bantu;1
keren mudah sekali;1
sesuai ekspetasi makin mudah efisien ikut ubah jaman;1
tulis alamat lengkap hanya tera potong hapus sehingga alami kendala kirim moga depan bisa tingkat mantap polri;1
tahun masih kendala bayar lalu bsi blibli bukalapak masih gagal;-1
verifikasi ktp wajah gagal;-1
terima kasih mudah bayar pajak motor tahun;1
signal samsat digital mantap;1
mantap;1
bagus;1
aplikasi bagus banget bayar pajak tahun kendara efisien mudah tanpa harus datang samsat proses bayar siang siang stnk sampai rumah signal bagus;1
masa daftar vermuk alas;-1
baru coba kasih penuh bintang;0
tolong cepat proses kirim;-1
bantu terima kasih;1
bantu praktik tidak usah nyewa calo tidak usah antre tinggal transfer tunggu datang mantap;1
syukur stnk sampai proses panjang stnk lebih cepat selesai panjang sim aplikasi beda aplikasi bantu takut samsat sedang pandemi takut ramai selain punya bayi tahun terima kasih polri terima kasih bapak pos;1
mantap baru coba sekali panjang stnk motor proses cukup cepat panjang hr bukti panjang stnk sampai rumah tidak sulit cukup mudah serta bantu sekali aplikasi terima kasih;1
verifikasi sulit foto jelas gagal;-1
bener praktis tidak usah antre lama pajak motor;1
bantu kirim stnk cepat;1
terima kasih aplikasi signal berkat engkau kami bisa bayar pajak daring rumah tinggal terima selesai rumah tidak perlu repot bayar kantor samsat kami sibuk kerja;1
baru pertama signal mudah lebih baik manual;1
mantap proses kirim cepat;1
alhamdulilah aplikasi bayar pajak tidak perlu datang samsat tunggu terlalu lama;1
asli aplikasi gerak cepat;1
mudah;1
aplikasi signal sgt bantu sekali pandemi seperti tidak perlu dtg antre samsat hindar praktek calo bagai masuk depan laku transaksi bayar lunas konfirmasi by phone sms pihak signal kami supaya kami bayar terima dokumen proses cara seluruh bagus kirim cepat cuma sampai mantap polri;1
syukur aplikasi signal tidak perlu repot datang samsat surat panjang kirim rumah bantu;1
payah;-1
layan bagus;1
uang buang percuma bayar saldo kurang status aplikasi bayar gagal hubung email sosmed tidak tanggap aplikasi penting kalah aplikasi pasar cepat tanggap layan keluh langgan;-1
mantap tgl bayar tgl mar sampai;1
aplikasi faedah bantu mudah paham aplikasi signal samsat digital nasional keren;1
jarak transaksi kirim lambat sekali bahkan ketika barang terima status aplikasi ubah kirim ongkir sidoarjo lumayan mahal;-1
mantap sampai proses mudah cepat;1
bantu terima kasih buat aplikasi kaya gin emang harus serba daring buat grup mageran praktis banget guna mudah cepat sampai terima kasih;1
mudah bayar pajak kendara tanpa harus antre;1
masuk bagi kembang sistem samsat harus sinkronisasi metode ambil samsat hendak mudah arti begini sistem aplikasi data pegang stnk valid buat aplikasi sistem seperti laku bayar gerai samsat harus bawa stnk asli copy bpkb moga masuk manfaat khusus bagi user bayar pajak tahun;1
unggah foto salah solusi;-1
aplikasi tidak jelas;-1
ambil tidak menit bagus sekali aplikasi lihat antre kasi;1
mantap;1
baik;1
proses verifikasi wajah ktp sulit sekali mohon segera baik;-1
tidak jelas asli tidak jelas masa muka ktp tidak sesuai tidak sesuai dulu mel sakarang glow tidak jelas asli nyusahin buang buang waktuu jam masih daftar aduh;-1
buruk aplikasi verifikasi foto gagal heran olah gambar aplikasi foto jelas banget masih gagal;-1
ok tidak usah antre;1
bantu bagi tidak punya waktu masa pandemik;1
bantu sekali aplikasi signal terima kasih;1
lebih hemat cepat proses;1
aplikasi payah masa foto ktp wajah tidak jelas beda foto ktp tahun tahun payah buat aplikasi;-1
bantu stor pajak tidak usah sulit cukup hp sajah;1
coba dulu aplikasi kayak gin nomor sulit nomor sulit nomor ribut moga makin banyak masyarakat taat pajak mantap indonesia;1
bantu proses cepat bisa kirim alamat rumah;1
proses cepat mudah antar pos;1
mantap bantu sekali masyarakat kerja;1
bagus serba digital baru terima stnk terima kasih;1
mantap mudah bayar pajak tidak perlu gerai;1
cukup mudah;1
bantu tidak perlu jauh pulang padang urus pajak motor cukup aplikasi tagih pajak selesai;1
aplikasi dukung sekali mudah bayar pajak;1
bagus layan;1
syukur pajak aplikasi daring selamat sampai milik;1
mantap isi form sampai;1
jalur ekpress sampai rumah lambat proses;-1
mudah proses cepat stnk bisa kirim pos cepat sampai syukur terima kasih;1
daftar stnk tidak bisa proses suruh samsat percuma aplikasi;-1
mantap;1
jum malam bayar siang sampai tangan banyuwangi syukur tidak perlu mudik solo dulu keren polisi penuh senyum terima kasih suwun;1
aplikasi jelek banget foto ktp selfie foto profil tidak;-1
mantap tidak sulit;1
bantu masyarakat bayar pajak stnk aman mudah tanpa antre kantor samsat;1
mudah praktis banget syukur fisik tbpkp sampai tepat waktu selamat;1
selesai proses cetak kantor samsat tidak bisa kata belum daftar padahal sukses tunjuk bukti signal tidak bisa akhir print sendiri warnet tolong baik sistem terima kasih;-1
ok banget penting punya duit pasti suka perintah;1
terima kasih stnk sampai selamat bayar tidak perlu antre bisa banking;1
coba nyata benar sampai rumah jaman canggih bayar pajak tahun rebah rumah selesai;1
kendara beli tangan belum balik nama soal tidak bisa masuk data kendara;0
aplikasi payah;-1
buru atm sampai hampir tabrak mobil bayar tidak bisa coba salam;-1
mantap perlu antre;1
bantu utama bagi rantau tidak perlu repot datang kota asal;1
aplikasi sangatembantu kirim cepat;1
tidak jelas;-1
bayar pajak mudah banget;1
mudah masyarakat hal bayar pajak kendara;1
mantap bayar pajak kendara lebih simpel mudah;1
bantu banget aplikasi baru daftar bayar tunggu stk datang keren tidak usah lelah antre terima kasih peran tanpa kecuali maju;1
syukur bayar pajak mudah bisa laku tanpa harus samsat tempat terima kasih;1
signal panjang stnk mudah tidak perlu antre samsat praktis;1
bantu sekali tidak perlu repot antre samsat;1
bantu kurang paham dunia pajak kendara bagus ide bagus kerja;1
mudah pajak hingga tidak lambat bayar antre mantap jiwa;1
mantap mudah panjang tidak waktu buat samsat;1
bagus bantu sekali;1
praktis tidak sulit;1
bagus cepat bisa hubung pajak daring urus tidak habis waktu buat antre;1
aplikasi signal bantu bayar pajak keren mantap;1
kendara tidak bisa tambah padahal kendara data pribadi sesuai;-1
mantap;1
begitu mudah pajak tahun stnk tinggal klik klik transfer tinggi print sendiri tidak perlu repot datang tempat layan pajak stnk tidak perlu antre lama lama ig signal respon sekali jawab tanya kaitan kendala kendala operasi aplikasi terima kasih signal;1
terima kasih samsat saran baik supaya daftar daring tidak perlu samsat datang cap sahkan;1
mantap;1
mudah bayar pajak;1
bagus sekali;1
gampang buat bayar pajak samsat;1
lemah milik kendara aplikasi masih guna milik pertama sesuai stnk;-1
aplikasi guna proses cepat;1
syukur terima kasih sampai stnk cepat akurat sekali aplikasi bantu bagus banget;1
waw lebih mudah aplikasi tidak perlu antre potensi tular virus;1
keren cepat bantu sekali aplikasi sukasukasuka;1
layan mudah edukasi tugas ramah;1
manfaat kira tidak biaya jasa kirim kota cuma bayar tambah buat nyata mahal banget lebih ongkir semarang jakarta sopi ijo bisa gratis ongkir malah;-1
izin kami proses bayar stnk belum kami terima;1
metode bayar batas tidak bisa bank swasta masih ok aplikasi buat rantau urus stnk;1
supaya bisa baik proses transaksi gagal update;1
tuju lebih baik saran bayar pajak mesti bisa bayar seluruh sekali tahun lebih;1
panjang stnk cukup rumah tidak perlu antre datang pagi;1
laku bayar aplikasi signal bayar bom update hingga bayar sebut kadaluarsa tolong baik sistem sinkronisasi bayar seperti hal masih sering aplikasi terima kasih;-1
mudah cepat luar biasa terima kasih polri;1
tidak dapat stiker hologram;0
sulit amat daftar lebih verifikasi foto gagal sampai ulang ulang gagal;-1
perlu baharu wajah ktp wajah bisa singkron daftar wajah ktp lebih mudah sehingga tidak bisa baca aplikasi sehingga daftar gagal;-1
buat akun tidak bisa foto ktp beda asli face verifikasi wajah;-1
bayar sini ragu komen bawah;-1
aplikasi lambat sesal unduh it kurang gerak cepat tangan aplikasi seperti hampir jam muter bisa unggah bukti unggah kesini memang belum layak tolong uji dulu jangan main share harus guna aplikasi tiap buka menu muter buka profil muter spesifikasi hp hp redmi note dukung tidak mungkin masalah hp;-1
harus jangan terlalu sulit penting stnk asli ktp asli cukup niat bayar taat pajak terima kasih;-1
aplikasi bantu tidak perlu samsat hanya tunggu proses sekitar selesai terima kasih atas inovasi moga depan biaya tambah bisa rang;1
mantap proses cepat stnk kirim rumah tidak perlu biro jasa datang samsat lebih efektif efisien;1
kata nomor telepon tidak daftar payah;-1
bantu banget aplikasi tidak perlu antre tidak perlu bayar jasa dapat bayar pajak kendara;1
keren;1
maju indonesia;1
mantap;1
ok ok ok ok;1
cukup bantu takut telat bayar proses mudah penuh jam update aplikasi stnk sah cara digital normal biaya rp moga depan lebih ringan;1
alam pertama bayar pajak motor lalu aplikasi signal luar biasa mudah simpel hemat waktu terima kasih;1
beranda tidak tampil nominal biaya panjang stnk tahu nanti bayar;0
guna pandemi terima kasih inovasi;1
layan masih kurang cepat;-1
bayar pajak kendara mudah;1
cepat layan bagus tanpa sulit;1
bagus bantu lebih tingkat;1
bayar atm transaksi gagal blibli nomor tidak valid bayar pajak sulit;-1
syukur buat akun mudah bayar lancar kirim aman bantu panjang stnk mudah belanja daring terima kasih punya bayar malam sampai siang wajar potong tanggal merah weekend;1
aplikasi keren;1
tidak bisa daftar gagal foto selfie coba;-1
akhir hasil bayar pajak aplikasi mudah bagi wajib pajak motor tidak punya waktu samsat;1
lebih cepat aplikasi lebih stabil;1
baik sampai lama sekali baik;0
ok;1
tiap verifikasi foto wajah gagal;-1
bantu luar kota mantap;1
bantu mudah guna aplikasi saran moga kelak mudah cetak stnk asli luar provinsi;1
bisa bayar pajak sambil rebah ruah terimaksih;1
mantap bayar pajak duduk rumah;1
sedikit kendala transaksi;1
terima kasih aplikasi bantu sekali;1
mudah cepat tunggu rumah selesai;1
mantap jaya;1
syukur lalu aplikasi signal mudah bagi kami bayar panjang stnk cara daring domisili kami sedang luar pulau bantu aplikasi signal terima kasih polisi bantu saran kami guna aplikasi signal panjang stnk;1
makin banyak metode bayar ecommerce makin mudah mantap;1
luar biasa bapak mudah bantu;1
mantap aplikasi signal panjang pajak bisa sambil rebah asal belum telat bukti bayar bisa buat ganti sementara bahwa bayar pajak surat datang alamat aju mantap;1
mudah sekali aplikasi signal tidak perlu repot antre samsat;1
bagus mudah simpel sempat ragu bayar tidak verifikasi lapor signal cepat tanggap dokumen cukup lama antar pihak pos baru terima;1
mudah sulit tingkat layan tahan;1
mohon info ketika bayar pajak pilih tidak kirim cetak bukat bayar pajak harus samsat dekat boleh print guna dokumen biasa mohon cerah;0
proses bantu terima kasih aplikasi signal;1
mudah praktis hanya jika bisa tbpkp bisa cetak;1
mudah urus pajak kendara mantap signal;1
cepat amanah mantap;1
luar biasa proses stnk terima rumah via pos lebih efektif efisien sesuai ingin masy ingin serba cepat mudah proses bayar pajak mantap polri moga organisasi profesional modern tahan;1
manfaat aplikasi tidak perlu antre daring lebih aman irit waktu pasti irit biaya seperti fotocopy;1
terlalu canggih verifikasi wajah gagal;-1
bagus bisa bayar pajak scr daring tinggal panjang stnk bagus diakomodir scr daring;1
ok;1
puas layan malang urus pajak kaltim sampai baik;1
lebih tingkat proses cetak lebih penuh;1
sulit sekali ambil foto liveness bolak balik tidak guna cara digital malah lebih sulit;-1
layan bagus terima kasih;1
layan parah tidak samsat pos sesal layan signal;-1
nyata mudah bayar pajak cara daring tidak rumit bayang;1
tidak bantu mudah sekali;-1
baik;1
data kendara tidak hasil tambah ujung ujung mesti datang samsat aplikasi ginian fungsi;-1
agak lama kirim;-1
bagus sekali;1
belum bisa rasa aplikasi coba proses;-1
bisa bayar pajak motor nama ktp beda ktp tera stnk soal beli motor bekas;0
bantu perlu baik informasi layan terima kasih signal;1
aplikasi baik bagus stnk bagi belakang bayar pajak bagi depan sendiri bingung dapat tanda tangan cap polisi;1
gagal akun;-1
sulit amiir daftar bolak balik verifikasi ktp foto kaga bisa bisa percuma unduh aplikasi niat sulit akhir sulit cuma verifikasi doang;-1
verifikasi ktp sulit tolong lebih baik coba gagal;-1
buat akun baru daftar tidak bisa alas wajah tidak sesuai ktp bisa tidak sesuai sedang daftar sendiri;-1
verifikasi tidak bisa tunggu otp email gajelas banget harus konfirmasi dulu gilir datang email konfirmasi nyata expired;-1
verifikasi foto salah mulu;-1
mudah nyaman;1
bagus cepat respon;1
baik baik baik;1
terima kasih bantu;1
kemarin proses bayar tidak bisa tugas ganggu lalu proses bayar sedang hanya punya kartu atm mybank solusi bayar;0
cocok;1
tiap daftar tidak bisa padahal stnk habis bln tgl gagal daftar keluar nyata tanda silang daftar kesah stnk tidak dapat proses kendara anda jatuh tempo silah laku kesah samsat padahal bln kemarin coba tidak bisa pengaruh habis plat terima kasih mohon jelas;-1
sempat masalah status bayar gerak cepat baik bagus;1
aplikasi bantu pandemi sehingga tidak perlu datang samsat seperti tahun belum mantap signal moga makin banyak fitur bisa tambah depan;1
mantap mudah cepat cuma mahal ongkir bisa sampai lumayan overall bagus mudah guna tidak perlu antre;-1
mantap panjang pajak kendara tidak perlu samsat cukup lalu aplikasi signal rumah proses cepat mantap korlantas polri;1
mantap;1
benar mudah bayar pajak motor tahun tanpa harus keluar rumah;1
keren;1
bagus;1
tidak usah antre;1
rekomendasi banget bayar pajak pandam terima kasih;1
lumayan cepat kemarin unduh aplikasi cek bayar sampai;1
laku bayar syukur selamat kirim rumah walaupun agak lama tunggu sampai cukup bantu sulit datang samsat saran bisa cepat kirim stnk soal tidak situasi jalan;1
kayak bagus belum coba krna bayar pajak motor lama masuk bisa bayar offline belum masuk data lebih lengkap bisa beritahu bayar pajak motor tidak lupa;0
mantap makin maju;1
tidak bisa login tidak dapat dapat email konfirmasi sampai ulang aplikasi masih;-1
aplikasi baik kurang ambil kesah samsat masih tunggak bayar daring arti daring samsat tolong baik sistem harus bayar daring otomatis seluruh samsat indonesia harus bayar terima kasih;1
proses kirim lama;-1
nama ktp stnk beda beli motor bekas masih nama milik lama bisa guna aplikasi;0
mudah sekali transaksi tinggal tambah fitur kirim kesah alamat sesuai ktp baru;1
baru bintang nanya nanti cara ambil stnk baru mohon jawab belum terima kasih;0
data sesuai tambah daftar kendara baru gagal;-1
keren;1
mantap;1
bayar aplikasi belum pemberitahuan bayar tidak bisa proses;-1
sulit sekali daftar sulit foto liveness tidak sesuai ktp padahal coba tidak bisa sampai ganti ktp pun tidak bisa sistem tolong baik bayar pajak offline tolak suruh daring gilir daring malah sulit gin nanti telat bayar pajak malah masalah instansi gede layan masih buruk belum siap layan daring mending gausah dulu malah customers bolakbalik;-1
tidak perlu antre jauh samsat bisa mudah genggam;1
buat akun verifikasi tetapi tidak bisa tambah data kendara;-1
proses mudah klik klik klik tbpkp antar rumah via pos indonesia awal proses sampai selesai tidak lebih;1
proses mudah cepat benar;1
bagus tidak perlu sulit urus stnk cepat cukup daring;1
masya allah mudah banget tidak usah samsat;1
bantu bagi rantau tidak usah pulng kampung panjang pajak kendara terima kasih sukses;1
makin mudah bayar pajak kendara makin taat pajak;1
aplikasi bagus lebih efisien mudah bayar pajak kendara buat masuk harus pilih kurir selain pos indonesia antar berkas;1
bantu sekali motor disurabaya stnk datang sendiri waktu;1
bantu rantau;1
mudah;1
bantu sekali aplikasi terima kasih;1
tidak guna;-1
mantap prosenya tidak begitu lama kirim bukti fisik hanya terima kasih you signal guna aplikasi signal mudah bayar pajak tahun kendara motor makin maju aplikasi signal bantu masyarakat indonesia bayar pajak kendara motor tahun tanpa harus samsat gerai kurang curang seperti calo;1
laku bayar tidak bisa mohon info;-1
mantap;1
tanya stnk sfz belum kirim;0
terima kasih signal layan stnk terima kembang polri rakyat indonesia;1
kesah stnk dapat kode bayar proses bayar baik via transfer jasa indomart gagal tidak bisa laku tolong jelas;-1
bantu bagi tidak waktu datang samsat;1
mantap layan sesuai standar awal agak kaget nyata proses tunggu bisa layan bisa jam bisa by sistem;1
bantu bagi orang tugas luar kota bawa kendara daerah asal proses mudah realtime kirim waktu wajar sesuai jarak;1
ok bantu banget;1
daftar sulit mentok kode otp gagal;-1
tingkat bisa tambah fitur blokir;1
awal sulit tidak kenal putus aplikasi signal akhir selesai tolong hindar kerumun pandemi seperti terima kasih;1
keren;1
keren mudah;1
aplikasi tolak verifikasi ktp wajah coba baru sistem coba tidak bisa soal;-1
uang potong rekening status bayar tidak ubah duit banyak hubung tidak respon;-1
moga kerja bayar baik niat mudah bayar pajak kaya indomart bank;-1
bantu tidak perlu datang samsat saran tolong laku proses ganti plat pajak tahun;1
mantap mudah guna tidak perlu calo antre lama mantap bayar via blibli lebih mudah terima kasih;1
lebih cepat kirim coba seperti kaya kirim jasa gojek grab harga kirim sesuai cepat lindung paket tidak bisa terima terima oleh konsumen rumah;1
layan ok cuma lambat kirim;1
kata pertama wooww pertama coba urus pajak tahun kendara lalu aplikasi signal daring daftar verifikasi data mudah cepat jelas paling suka jelas pantau hingga sampai surat pajak kendara terima tanpa bagus moga lebih bagus terima kasih polri tian eeeeeeeet ktop skripsi eeeeeuc usettatic folder keluar;1
bagus;1
baru inovasi masa bayar pajak mesti antre padahal kasih duit gito bukan minta duit aplikasi makin mudah milik kendara tidak buang waktu tenaga antre samsat lanjut;1
bagus bantu luar daerah kota;1
tadi coba nyata makyuss sedap gurih proses cepat tidak sulit ktp tidak lecek tidak antre ngopi belum habis gelas stnk antar serasa sultan;1
bisa samsat bogor;0
ok;1
mudah buat bayar pajak bisa opsi buat jasa kirim kirim lambat;1
syukur bayar proses cepat kesah laku samsat luar kota contoh aceh;1
bantu;1
lebih mudah simpel bayar lalu signal mantap;1
